Product Name1,SKU,Product Name2,Image URLs,Product Information,product_features,Specifications,Downloads,URL
"Right Angle Connector, 5/8-18 UNF LH Male to Female",308671,,https://www.cigweld.com.au/wp-content/uploads/2018/02/r-piece.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/right-angle-connector-5-8-18-unf-lh-male-to-female/
"Y-Piece Connector, 5/8-18 UNF Left Hand",R215,,https://www.cigweld.com.au/wp-content/uploads/2018/02/R215.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/y-piece-connector-5-8-18-unf-left-hand/
"Y-Piece Connector, 5/8-18 UNF Right Hand",R121,,https://www.cigweld.com.au/wp-content/uploads/2018/02/R121.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/y-piece-connector-5-8-18-unf-right-hand/
CutSkill Argon Regulator VI 40LPM,210254,,"https://www.cigweld.com.au/wp-content/uploads/2018/02/Argon-Reg-Vertical-Front-On-1.png,https://www.cigweld.com.au/wp-content/uploads/2018/02/210254-1-scaled.jpg","<div class=""typography"">
	<p>Specifically designed for the budget conscious buyer, CutSkill regulators offer excellent quality and performance for use with most light to medium applications. CutSkill regulators conform to AS4267 and are factory set to deliver the correct maximum pressure or flow. CutSkill regulators are based on the Comet design that offers robust construction combined with renowned CIGWELD quality and represents genuine value for money.</p>
<ul>
<li>The regulator is failsafe against overpressure</li>
<li>Robust, failsafe and accurate pressure gauges</li>
<li>Factory set maximum delivery pressure</li>
<li>Captive control knob prevents loss and tampering</li>
<li>Colour coded for gas identification</li>
<li>Ideal for the Tradesman, Contractor &amp; Handyman</li>
<li>Conforms to AS4267</li>
</ul>
</div>",,<p><strong>Range</strong><br>CutSkill</p> <p><strong>Flow Rate</strong><br>45 LPM</p> <p><strong>Inlet Connection </strong><br>Type 10 VI</p>,,https://www.cigweld.com.au/product/weldskill-argon-regulator-vi-40lpm/
COMET EDGE ESS4 Inert Gases Regulator 1000kPa,301801,,https://www.cigweld.com.au/wp-content/uploads/2018/02/301801.jpg,"<div class=""typography"">
	<p>With the expansion of the COMET EDGE regulator range, CIGWELD can now offer an EDGE regulator to suit the majority of industrial gases.</p>
<p>The most advanced regulator design introduced to the market in 20 years.</p>
<p>Regulators are colour coded for easy gas identification.</p>
<p>Easy to read gauges incorporating coloured segments to assist with setting correct operation pressures.</p>
<p>Built-in Gauge Guard.</p>
<p>Conforms to AS4267.</p>
<p> </p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-edge-ess4-inert-gases-regulator-1000kpa/
COMET 5000 HP Nitrogen Regulator 3000kPa,310346,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310355-2.jpg,"<div class=""typography"">
	<p>COMET 5000 High-Pressure Regulators are ideally suited for industrial or laboratory work, pneumatic loading of test apparatus, static testing of pressure components, pressurising high pressure systems or high pressure decanting.</p>
<ul>
<li>Based on the COMET regulator design. Provides safe and accurate control of pressures up to 3,000kPa.</li>
<li>Pressure relief valves for the 3,000kPa and 7,000kPa delivery regulators.</li>
<li>Specially hardened diaphragms for strength and accuracy.</li>
<li>Tube outlet connectors prevent accidental connection to low pressure equipment.</li>
<li>Gauges comply with AS1349. Inlet connections comply to AS2473.</li>
</ul>
</div>",,"<p><strong>Maximum Inlet Pressure</strong><br>20,000kPa @ 15°C</p> <p><strong>Maximum Outlet Pressure</strong><br>3,000kPa</p> <p><strong>Air Flow @ Outlet</strong><br>1,600 l/min @ 2,500kPa</p> <p><strong>Inlet Test Pressure</strong><br>8,000kPa (to achieve air flow @ outlet stated)</p>",,https://www.cigweld.com.au/product/comet-5000-hp-nitrogen-regulator-3000kpa/
COMET 5000 HP Oxy Regulator 3000kPa,301560,,https://www.cigweld.com.au/wp-content/uploads/2018/02/comets-3.jpg,"<div class=""typography"">
	<p>COMET 5000 High Pressure Regulators are ideally suited for industrial or laboratory work, pneumatic loading of test apparatus, static testing of pressure components, pressurising high pressure systems or high pressure decanting.</p>
<p>Based on the COMET regulator design. Provides safe and accurate control of pressures up to 3,000kPa</p>
<p>Pressure relief valves for the 3,000kPa delivery regulators.</p>
<p>Special hardened diaphragms for strength and accuracy.</p>
<p>Tube outlet connectors prevent accidental connection to low pressure equipment.</p>
<p>Gauges comply to AS1349. Inlet connections comply to AS2473.</p>
<p> </p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-5000-hp-oxy-regulator-3000kpa/
COMET 5000 HP Air Regulator 3000kPa,310353,,https://www.cigweld.com.au/wp-content/uploads/2018/02/310355-3.jpg,"<div class=""typography"">
	<p>COMET 5000 High Pressure Regulators are ideally suited for industrial or laboratory work, pneumatic loading of test apparatus, static testing of pressure components, pressurising high pressure systems or high pressure decanting.</p>
<p>Based on the COMET regulator design. Provides safe and accurate control of pressures up to 3,000kPa.</p>
<p>	Pressure relief valves for the 3,000kPa and 7,000kPa delivery regulators.</p>
<p>	Special hardened diaphragms for strength and accuracy.</p>
<p>	Tube outlet connectors prevent accidental connection to low pressure equipment.</p>
<p>	Gauges comply to AS1349. Inlet connections comply to AS2473.</p>
<p>Based on the COMET regulator design. Provides safe and accurate control of pressures up to 3,000kPa.</p>
<p>	Pressure relief valves for the 3,000kPa and 7,000kPa delivery regulators.</p>
<p>	Special hardened diaphragms for strength and accuracy.</p>
<p>	Tube outlet connectors prevent accidental connection to low pressure equipment.</p>
<p>	Gauges comply to AS1349. Inlet connections comply to AS2473.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-5000-hp-air-regulator-3000kpa/
Tip Cleaning Wire Set (for Hi Speed Cut Nozzle),308013,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308013.png,"<div class=""typography"">
	<p>Suitable for tips, nozzles and Hi-Speed nozzles. Removes carbon or loose slag without damaging gas parts. Also contains a wire brush for cleaning slots in Type 44 Nozzles</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/tip-cleaning-wire-set-for-hi-speed-cut-nozzle/
"Cleaning Drills Set, Cutting Nozzle Sizes 6 to 32",308510,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308510-Cleaning-Drill-Set.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/cleaning-drills-set-cutting-nozzle-sizes-6-to-32/
Soapstone Holder with Soapstone (Engineering chalk),308578,,"https://www.cigweld.com.au/wp-content/uploads/2018/02/308578-Soapstone-Holder.png,https://www.cigweld.com.au/wp-content/uploads/2018/02/40305-Cigweld-Soapstone-Holder-Suit-Engeneer-Split-Chalk-HERO-308578.png","<div class=""typography"">
	<p>For marking steel plate and other metals. Holder comes complete with soapstone.</p>
<p>For bulk refills (144 pce) refer to part number <a title=""Soapstones (Engineering Chalk)"" href=""https://www.cigweld.com.au/product/gas-accessories-parts/soapstone-engineering-chalk-refills/"" target=""_blank"" rel=""noopener"">308580</a></p>
<p>For smaller refills (6pce) refer to part number <a href=""https://www.cigweld.com.au/product/soapstone-engineering-chalk-bulk-refills-6pce/"">308985</a></p>
</div>",,,,https://www.cigweld.com.au/product/soapstone-holder-with-soapstone-engineering-chalk/
Soapstone (Engineering chalk) – Bulk Refills – 144 pce,308580,,https://www.cigweld.com.au/wp-content/uploads/2022/05/42174-Cigweld-Soapstone-Refill-HERO-308580.png,"<div class=""typography"">
	<p>Soapstone Refills – Bulk Pack – 144 pce</p>
<p>Economical and durable soapstone ideal for marking steel plate and other rough and tough surfaces especially when welding or cutting. A must have for any DIYer or professional!</p>
<p>Suits soapstone holder part number <a href=""https://www.cigweld.com.au/product/soapstone-holder-with-soapstone-engineering-chalk/"">308578</a></p>
</div>",,,,https://www.cigweld.com.au/product/soapstone-engineering-chalk-refills/
Electronic Lighter,308700,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308700.png,"<div class=""typography"">
	<p>This rugged, all steel construction piece, electronic lighter is guaranteed to work every time and is easy to hold and use. Suitable for use with all Air/Fuel and Oxy/Fuel equipment. Continuous sparking when level depressed</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/electronic-lighter/
"Right Angle Connector, 5/8-18 UNF RH Male to Female",308670,,https://www.cigweld.com.au/wp-content/uploads/2018/02/r-piece1.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/right-angle-connector-5-8-18-unf-rh-male-to-female/
Roller Guide (Fits COMET and COLT torches),308729,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308729-1.jpg,"<div class=""typography"">
	<p>Suits COMET 3, Spectra, Multi-purpose and Firefox blowpipes. Roller guide attaches to cutting nozzle and permits easy cutting of straight lines. The unit is fully adjustable, allowing it to be raised or lowered, or tilted for angle cutting.</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/roller-guide-fits-comet-and-colt-torches/
"Hose joiner, 5mm, (Crimp Type)",308686,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308686.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/hose-joiner-5mm-crimp-type/
Radius Bar & Pivot for use with Roller Guide,308752,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308752.png,"<div class=""typography"">
	<p>To be used in conjunction with Roller Guide (308729). The, radius bar, when fitted to the Roller Guide, enables circles of up to 960mm diameter to be cut</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/radius-bar-pivot-for-use-with-roller-guide/
"Hose joiner, 10mm, (Crimp Type)",308687,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308687.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/hose-joiner-10mm-crimp-type/
"COMET Fitted Twin Hose, Oxy/Acet 25m",308904,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_1470_lg_308755.jpg.png,"<div class=""typography"">
	<ul>
<li>All COMET hoses undergo stringent quality checks, ensuring quality and compatibility with relevant COMET hose fittings</li>
<li>Colour coding of hoses and different threads for fuel and oxygen prevents incorrect connections of hoses to the wrong gas type</li>
<li>COMET factory fitted hose assemblies are available in twin hose configurations. This helps keep the work area tidy and reduces the risk of damage.</li>
<li>Secure, specifically designed hose fittings ensure operator safety.</li>
</ul>
<p> </p>
<p> </p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/comet-fitted-twin-hose-oxy-acet-25m/
Hose Connection Kit (5mm) Crimp type 5/8-18 UNF RH,308689,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308691-1.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/hose-connection-kit-5mm-crimp-type-5-8-18-unf-rh/
Cylinder Key,309275,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_834_lg_309275.JPG.png,"<div class=""typography"">
	<p>For use with all Cigweld cylinder valves (not Hand wheel operated types)</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/cylinder-key/
Hose Connection Kit (5mm) Crimp type 5/8-18 UNF LH,308690,,https://www.cigweld.com.au/wp-content/uploads/2018/02/308691-1.png,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/hose-connection-kit-5mm-crimp-type-5-8-18-unf-lh/
Combination Spanner for COMET 3,309258,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_833_lg_309258.JPG.png,"<div class=""typography"">
	<p>Accommodates four nut sizes and is designed to be used for regulator cylinder valve nuts, hose connections, Type 50 nozzle nut and Roller Guide adjusting bolts</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/combination-spanner-for-comet-3/
Additional Blowpipe Kit for Platemate 2,338538,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/additional-blowpipe-kit-for-platemate-2/
"F6Q, F2BQ Fuel Connection Barb",308369,,https://www.cigweld.com.au/wp-content/uploads/2018/02/ProdPhoto_791_lg_308369-Connection-Barb-F6-Oxy.jpg.png,"<div class=""typography"">
	<p>Due to their unique design, the connection barbs are non-interchangeable which prevents incorrect gas connection. These connection barbs are available separately so they can be pre-connected to several different items, allowing for quick interchange of equipment.</p>
<p>To suit</p>
<p>	<span style=""line-height: 13px;"">308362 – F6Q Fuel QuickConnect Flashback Arrestor</span></p>
<p>	<span style=""line-height: 13px;"">308366 – F2BQ Fuel QuickConnect Flashback Arrestor</span></p>
<p>To suit</p>
<p>	<span style=""line-height: 13px;"">308362 – F6Q Fuel QuickConnect Flashback Arrestor</span></p>
<p>	<span style=""line-height: 13px;"">308366 – F2BQ Fuel QuickConnect Flashback Arrestor</span></p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/f6q-f2bq-fuel-connection-barb/
Circle Cutting Attachment for Platemate 2,338539,,,"<div class=""typography"">
	<p>CIGWELD stocks a wide range of quality welding and cutting equipment and accessories, unfortunately at this time we do not have any information on this product, if you would like to learn more about this product, please contact us directly on our customer service line: 1300 654 674</p>
</div>",,"<p><strong>Blowpipe</strong><br>COMET 3</p> <p><strong>Extension Barrel</strong><br>307123, 307124, 307125</p> <p><strong>Gas Consumption (Fuel)</strong><br>41-55 l/min</p> <p><strong>Gas Consumption (Oxy)</strong><br>45-58 l/min</p> <p><strong>Heat Output</strong><br>180 MJ/HR</p> <p><strong>Mixer</strong><br>304003</p> <p><strong>Model Number</strong><br>SHA1</p> <p><strong>Operating Pressure (Fuel)</strong><br>100 kPa</p> <p><strong>Operating Pressure (Oxy)</strong><br>150 kPa</p> <p><strong>Tip Size</strong><br>8x12</p>",,https://www.cigweld.com.au/product/circle-cutting-attachment-for-platemate-2/
